title,year,movie_id,title_new,country,cast_IDs,cast_names,genres,rating,year_new,type
Painter of the Wind,2008,2288104,Painter of the Wind,kr,"0661941,2440627,3664406,1371529,5175030,3067749,4623624,1559446,0510546","Shin-yang Park,Seung-ryong Ryu,Soo-bin Bae,Moon Geun-young,Jun Lee,Hyuk-kwon Park,Moon Chae-Won,In-gi Jeong,Ji-Eun Lim","Drama,History,Romance",7.9,2008.0,tv series
Paradise Ranch,2011,2315082,Paradise Ranch,kr,"3410935,2165232,3212895,2500064,1141657,3210659,5303510,5193542,0025548,1443295,4702575","Chang-min Shim,Yeon-hee Lee,Sang-uk Joo,Ha-na Yoo,Ho-jin Chun,Sooyoung Choi,Soo-hyang Im,Yoon Ji-min,Ahn Suk-hwan,Jo Sung-ha,Na Young-hee","Drama,Romance",5.9,2011.0,tv series
Partners for Justice,2018–19,8243374,Investigation Partners,kr,"1045684,2573394,2536476,7902018,3242530,0025548,5903106,9989935,6524391,2600906,7335184,2810190,8044328,8052257,1031875,8834004,0453467,0453661,11873607,7035254,1441817,3411948,9844071,8044878","Jae-yeong Jeong,Yu-mi Jeong,Oh Man-seok,Kim Young-woong,Go Gyu-pil,Ahn Suk-hwan,Young-kyu Song,Susanna No,Yi-Kyeong Lee,Min-woo No,Stephanie Lee,Jin-mo Joo,Eun-Seok Park,Kim Ki-moo,Jun Gyu Park,Seung-Hyun Kang,Ho-jung Kim,Sora Jung,Lee Su-Woong,Hong Seo-jun,Ja-yeong Kim,In-beom Ko,Min-ha Kim,Seung-Hoon Baek","Crime,Drama,Thriller",8.3,2018.0,tv series
Passionate Love,2013–14,3183432,Passionate Love,kr,"5073745,5900682,4227051,6007051,4274963,5247993,0432429,1045680","Hye-in Lee,Won-geun Lee,Seohyun,Ui-joo Yeo,Yoon-young Choi,Sung Hoon,Mi-seon Jeon,Kwang-ryul Jun",Romance,7.4,2013.0,tv series
Pasta,2010,2181460,Pasta,kr,"1045839,1310525,2671586,4946319,1568779,2188884,2892548,1563289,3759049,3758065,2086949,1750908,1933283,4929437,3751624,1293353,2600906,5092406,1520129,3883590,1782965,0753486,3592560","Kong Hyo-Jin,Sun-kyun Lee,Lee Hanee,Alex Chu,Bong-gi Baek,Jeong-su Byeon,Jae-Hwan Choi,Min Choi,Jae-suk Ha,Tae-hee Heo,Yong Jang,Choi Jin-Hyuk,Sang-ki Jo,Da Hye Jung,Dong-hee Kim,Hyeong-cheol Lee,Min-woo No,Sung Yoon Son,Lee Sung-min,Hyun Woo,Yong-hyeon Yun,Ryoo Seung-bum,Wayne Richard","Comedy,Drama,Romance",7.7,2010.0,tv series
Pegasus Market,2019,10850864,Pegasus Market,kr,"1658969,6771561,1041146,6044719,9368393,8117815,7045018,1058814,2440234,3797278,10843829,3797391,9494650,1441817,10049590,1868836","Byeong-cheol Kim,Dong-hwi Lee,Park Ho-San,Min-sung Jung,Kang Hong-Seok,Ho-Young Kim,Hye-Seong Jung,Soon-jae Lee,Woo Hyeon,Jae-hwa Kim,Eugene Lee,In-gyeom Jeong,Seung-Hee Jo,Ja-yeong Kim,Yeonwoo,Seul-gi Park","Comedy,Drama",8.1,2019.0,tv series
Perfume,2019,10307796,Perfume,kr,"3011121,3759049,6718695,1981744,10036402,3498542,5948035,10681929,0497398","Seong-rok Sin,Jae-suk Ha,Won-Hee Go,Ye-ryeon Cha,Min-Kyu Kim,Jo Han-chul,Hye Jung Shin,Min-ji Yeon,Ho-jae Lee","Comedy,Romance",7.0,2019.0,tv series
Persona,2019,10027990,Persona,kr,"3889963,7676537,0046277,10612322,3702737,8675636,13080187,6314802,4790823,10614985,10614987,8270575,9621020","Ji-eun Lee,Park Hae-soo,Bae Doona,Shim Dal Gi,Kim Tae-hoon,Sung-Wook Lee,Jung Ki-Hoon,Pierce Conran,So-Young Ban,Jo Hyuk-sub,Andrew Royce Beasley,Mario Leon Adrion,Joon-won Jung",Drama,6.6,2019.0,tv mini series
Personal Taste,2010,1666217,Personal Taste,kr,"1162030,3316279,2339825,2588698,3756266,3876675,1587783,3932985,0423259,3934118,2440627","Son Ye-jin,Lee Min-Ho,Nam-gil Kim,Ji-seok Kim,Ji-hye Wang,Eun-seo Choi,Yun Eun-hye,Seul-ong Im,Eun-ji Jo,Sung-hwa Jung,Seung-ryong Ryu","Comedy,Drama,Romance",7.4,2010.0,tv series
Phoenix,2004,462645,Phoenix,kr,"3832226,2156926,1936372,0497249,1045944,0600604,2287225,1083311,1045778,1642096,0661886","Bin-wu Kim,David Anselmo,Hye-Young Jung,Eun-ju Lee,Seo-jin Lee,Eric Moon,Clinton Morgan,Bu-seon Kim,Byeong-se Kim,Yu-jin Lee,Geun-hyeong Park","Drama,Romance",7.8,2004.0,tv series
Phoenix 2020,2020,14433228,Phoenix 2020,kr,"1983241,12478622,7270571,12478621","Su-a Hong,Park Young Rin,Ha-Joon Seo,Lee Jae Woo","Drama,Romance",,2020.0,tv series
Piano,2001–02,5728894,Piano,kr,"0128345,1251770,5180933,6327190,1714968","Jae-Hyun Cho,In-Sung Jo,Min-soo Jo,Ha-neul Kim,Go Soo","Drama,Romance",6.8,2001.0,tv mini series
Pied Piper,2016,5524626,Pied Piper,kr,"0793784,1464070,0950510,1926499,3753372,3294000,7553003,3789450,1753862,2182458","Shin Ha-kyun,Yun-hie Jo,Joon-Sang Yoo,Jeon Gook-hwan,Won-hong Choi,Jo Jae-yoon,Lee Jeong-eun,Hong-pa Kim,Dong-il Sung,Seung-mok Yoo",Thriller,7.5,2016.0,tv series
Pink Lipstick,2010,5122902,Pink Lipstick,kr,"1031871,3727194,0230714,3771463,4978827,1408933,3737143,1327417,1962664,1190610,3006098,3775799,1066906","Eun-hye Park,Joon-seo Bang,Young Jae Dok-Go,Min-jwa Kim,Soo-Jung Kim,Yeong-ran Kim,Jeong-yong Lee,Ju-hyeon Lee,Il-woo Nam,Kwang-hyeon Park,Yu-jeong Seo,Jong-rye Won,Ji-in Yu","Drama,Romance",7.0,2010.0,tv series
Pinocchio,2014–15,4201628,Pinocchio,kr,"4062328,2339975,1390122,1355662,3609055,1322404,3083982,7116113,3782167,5447592,6811861,1120328,2410400,3628205,3727364,5479345,4535671,4704907,1865097,1559446,2341244,1081518,3514591,3241804","Lee Jong-Suk,Park Shin-Hye,Kim Hae-sook,Lee Pil-mo,Kim Young-kwang,Byun Hee-Bong,Shin Jeong-geun,Yoon Kyun-Sang,Jin Kyung,Lee Yoo-Bi,Sin Jae-ha,Kang Shin-il,Kim Kwang-gyu,Min Sung-wuk,Lee Joo-seung,Yoon Seo Hyun,Kim Yeong-Hoon,Nam Da-reum,Jang Young-Nam,In-gi Jeong,Yoon Sang-Hyun,Jeong Woong-in,Min-yeong Kim,Joon Lee","Drama,Mystery,Romance",8.1,2014.0,tv series
Player,2018,8912586,Player,kr,"1046846,5947788,10081015,3787759,3746868,9541536,3472327,7068830,3294000,12529171,9411915","Song Seung-heon,Lee Si-eon,Tae Won-suk,Kim Won-Hae,Joon-hyeon Min,Se-ho Ahn,Krystal Jung,Ye-Bin Yoo,Jo Jae-yoon,Ha Seung-Youn,Kim Sung-cheol","Comedy,Crime,Drama",7.7,2018.0,tv series
Playful Kiss,2010,2096097,Mischievous Kiss,kr,"4746399,3316024,2067983,1936372,1136670,8622356,8622314,3852277,3753372,9610307,9610309,9610308,3315713,1278879,9607274,9612229,9612230,9612231,8022924,2493384,3833963,8061456,9607273,3889132,9620309,3630787,5948038,5417810,5901828,7376292,9620310,9620311,5899946,9617513,1656150,1041999,5689101,2491885,9611966,2894585,9611967,6735649,9611968,9612232,9621369,2526477,9621147,9611969,9612074,9612233","Jung So-Min,Kim Hyun-joong,Tae-Sung Lee,Hye-Young Jung,Nam-kil Kang,Kyung-Soo Oh,Hong Yoon Hwa,Seung-ah Yoon,Won-hong Choi,Jung-eun Im,Nam-Hyeon Gang,Hye-ji Jang,Lee Si-young,Seong-guk Choi,Nyeong-ba-da Ahn,Jong-Seong Lee,Mi-ri Kim,Seung-Min Choi,Bo-Hyun Yoon,Hyo-eun Hwang,Yeong-sik Song,Hee-Won Moon,Hee-won Lee,Ah-reum Yoon,Maeng-ho Heo,Hyo-Sang Choi,Choi Sung-Joon,Abigail Alderete,Jang Hyuk-jin,Heon Tae Jeon,Myeong-ha Go,Chang-Yoon Lee,Ji Seong-Geun,Kyeong-wi Song,Mi-won Won,Hae-Jin Yoo,Hee-soon Son,Eun-yeong Kim,Kyung-wha Song,Min-seok Kwak,Hyeon-Joon Sang,Jun-ho Jang,Seong-il Baeg,Kwang-min Cho,Jae-Hoon No,Seok-gyu Jeong,Sae-Yoon Lee,Ah-ri Choi,Hyun Lee,Han Yi-jin","Comedy,Romance",7.1,2010.0,tv series
"Please Come Back, Soon-ae",2006,5620042,"Please Come Back, Soon-ae",kr,"3875804,0793536,1232865,2579464,3750788,2410400,1040587,4639213,1348400,1059153,8059904,2271872,3674683,5689912,1753862,1033760,4979026","Ji-hyun Hwang,Shim Hye-jin,Jae-sun Jeong,Hyeong-beom Kim,In-seo Kim,Kim Kwang-gyu,Hae-hyo Kwon,Jae-Hwang Lee,Seon-jin Lee,Jin-hee Park,Mi-sun Park,Si-yeon Park,Dong-woo Shin,Ahn Moon Sook,Dong-il Sung,Da Hun Yun,Lee Yun-Hee","Drama,Romance",7.6,2006.0,tv series
Please Don't Date Him,2020–21,13394428,Please Don't Date Him,kr,"2489970,9273705,6583502,11421137,6044719,11314165,8119744,12034371,9665581,12349056,4521746,8909174,11432372,8755568,1559446,6491760,8622314,3875412,12168777,10049638,5471369,12349296,7052088,12970250","Song Ha-Yoon,Joon-Young Lee,Bo-mi Yoon,Min-Jung Gong,Min-sung Jung,Kyung-il Kim,Tae-Gyeom Kim,Nam Min-Woo,Han-Sol Park,Kim Hyun-Myung,Mal-Geum Kang,Joo Woo Jae,Lee Si-hoon,Ki-ri Kim,In-gi Jeong,Hwang Young-Hee,Hong Yoon Hwa,Hyeong-don Jeong,Lee Ji-Ha,Moo-Song Lee,Sa-yeon Noh,Kang Sung-Chan,Daniel Joey Albright,Park Sun-a","Comedy,Drama,Romance,Sci-Fi",6.9,2020.0,tv series
Plus Nine Boys,2014,4135374,Plus Nine Boys,kr,"3609055,2442113,6857340,6857341,6725487,5813321,5877763,0453605,5947792,2359794,11748362","Kim Young-kwang,Oh Jeong-Se,Sung-Jae Yook,Ro-Woon Choi,Hyun Joon Kim,Soo-jin Kyung,Chae-mi Lee,Kim Mi-Kyung,Cho Rong Park,Da-in Yoo,Park Ha-Jun","Comedy,Romance",7.4,2014.0,tv mini series
Police University,2021,14518136,Police University,kr,"1028580,6566578,3472327,12261780,8084156,1045584,11515043,6564902,12878288,12144776,11041374,1508045,3797360,1120328,11314154,11661963,11416342,12877753,12878289,12878831,12748910,12877754,12878287,9589373,12878832,12877755,2726270,2410400,9371498,1695001,11432349,11267423,9106802,12146728","Tae-Hyun Cha,Jung Jinyoung,Krystal Jung,Young Woo Chu,Lee Dal,Soo-Hyun Hong,Choi Woo-Sung,Youngjae Yoo,Lee Do-Hoon,Yoon Jin-Ho,Jong-Hoon Kim,Jong-Hyuk Lee,Man-Suk Oh,Kang Shin-il,Jin-woo Song,Seo Ye-hwa,Jung Ha-Joon,Choi Seo-Won,Park Seung-Yeon,Lee Ah-In,Ju Ah-Yeon,Hong Dong-Yeong,Kim Han-Sang,Kim Hyung-mook,Guk Joong-Woong,Baek Kang,Young-Sun Kim,Kim Kwang-gyu,Hyuk-soo Kwon,Shin Seung-hwan,Park Jae Wan,Boo-jin Yoon,Song Young-Jae,Kim Young-Sun","Comedy,Drama,Romance",7.6,2021.0,tv series
Poseidon,2011,3543344,Poseidon,kr,"2184859,3315713,1018373,1194109,1670117,0989407,0423080,3411652,1136736,1342813,0432429","Si Won Choi,Lee Si-young,Sung-Jae Lee,Ran Choi,Jeong-su Han,Dong-jik Jang,Hee-kyung Jin,Yunho Jung,Yong-woo Kil,Joo-sil Lee,Mi-seon Jeon","Action,Drama,Romance",5.7,2011.0,tv series
Possessed,2019,9537306,Bing-ui,kr,"1641063,3245153,3827087,1870788,10825952,7052088,11773869,11985866,3692419,5901828,1627866,9256063,2197560,10369730,1165906,0661929","Han Sun Jo,Jun-hee Ko,Sae-byeok Song,Jeong-hun Yeon,Eun-Jin Ahn,Daniel Joey Albright,Jeong Ji-Hoon,Jung Min Lee,Young-Ah Lee,Jang Hyuk-jin,Park Jin-Woo,Ji-Hoon Jung,Hae-yeon Kil,Hyuk-Hyun Kwon,Won-jong Lee,Sang-min Park","Comedy,Crime,Drama,Horror,Romance,Thriller",6.8,2019.0,tv series
Potato Star 2013QR3,2013–14,3385756,Potato Star 2013QR3,kr,"5963347,2082531,5754288,3703273,1109255,6134381,6134379,5205458,5690165,6134378,2410400,1058814,1066158,6134382,6134380,4654677","Go Kyung-Pyo,Yeo Jin-gu,Yeon-Soo Ha,Song-hyeon Choi,Bo-ra Geum,Jang Ki Ha,Joon Won Jung,Julien Kang,Dan-Yool Kim,Jung Min Kim,Kim Kwang-gyu,Soon-jae Lee,Ju-hyeon No,Eun Ji Park,Seo Ye-Ji,Oh Yeong-Sil","Comedy,Fantasy,Romance",8.0,2013.0,tv series
Pots of Gold,2013,3375680,"I Summon You, Gold!",kr,"1623740,1870788,2067983,3015396,3675628,6124994,3368089,0158860,1109255,1065406,1136736,1366028,0158615,2442642,4656962,1090119,5433872,5690165,1048199,2001143,3743224,2410400,0405062,2349707,3692726","Ji-hye Han,Jeong-hun Yeon,Tae-Sung Lee,Soo-kyung Lee,Jin-hee Baek,Seo Jun Park,Hyung-joon Kim,Myeong-Gil Choi,Bo-ra Geum,Jin-hie Han,Yong-woo Kil,Kim Byeong-Ok,Eun-sook Cho,Ju-bong Choi,Bo-reum Han,Hye-seon Jeong,Da-hyun Kim,Dan-Yool Kim,Jee-Young Kim,Myoung-guk Kim,Sung Kyum Kim,Kim Kwang-gyu,Hye-suk Lee,Kyung-jin Lee,Kim Ye-Won","Comedy,Romance",7.7,2013.0,tv series
Precious Family,2004–05,6096994,Precious Family,kr,"0051906,2089388,1390122,0373432,0401135,0421821,6563985,1642097,1255081,1235558,1138201","Eun-hee Bang,Lee Dong-Wook,Kim Hae-sook,Kim Hee-ae,Joon-ho Huh,Jun Jeong,Young Chul Kim,Yu-ri Lee,Ji-mi Park,Yoo Seung-ho,Jae-ho Song","Drama,Family",8.1,2004.0,tv series
Pride and Prejudice,2014–15,4284162,Pride and Prejudice,kr,"1750908,3675628,0158768,6079248,0417526,1066598,6940577,0453735","Choi Jin-Hyuk,Jin-hee Baek,Min-su Choi,Woo-sik Choi,Hang-Seon Jang,Chang-min Son,Lee Tae-Hwan,Kim Yeo-jin","Drama,Romance",7.0,2014.0,tv series
Priest,2018–19,9130526,Priest,kr,"11750449,1119103,10108058,11486683,10965639,11733504,5110174,2573394,5601908,1596094,1041148,6564367","Park Jung-Won,Suk Mun,Yeon-ah Oh,Se-ah Jang,So-Hyun Gam,Bee Yu,Woo-jin Yeon,Yu-mi Jeong,Son Jong-hak,Kyung-hun Kang,Yong-woo Park,Wonhyeong Jang",Horror,7.6,2018.0,tv series
Prime Minister & I,2013–14,3284102,The Prime Minister and I,kr,"4226964,1045934,4276694,1333445,1615673,4990643,1117728,0497362,3628205,6160426,2947541,3671651,6160427,5507271,3676145,3754497,1947060,6162985","Im Yoon-ah,Beom-su Lee,Yoon Shi-Yoon,Jeong-an Chae,Jin Ryu,Tae-Ri Lee,Choi Deok-moon,Han-wi Lee,Min Sung-wuk,Hee-woong Jang,Su-han Choi,Min-seo Jeon,Do-hyun Lee,Kwi Hyun Song,Won-ju Jeon,Yeong-beom Lee,Ae-Yeon Jeong,Young-je Han","Drama,Romance",6.9,2013.0,tv mini series
Prince Hours,2007,6357260,Goong s,kr,"1141657,1065383,2480966,8218140,1046244,2405088,4928488,3831306,2339975,3833963","Ho-jin Chun,Jae-yeong Ha,Yi-jae Heo,Ha Jae-Young,Se-bin Myeong,Mi-hee Oh,Yoon Ye-hee,Se7en,Park Shin-Hye,Yeong-sik Song","Comedy,Drama,Romance",6.1,2007.0,tv series
Princess Aurora,2013,6133778,Princess Aurora,kr,"2360984,5586342,3852933,1322404,5474355,8006128,4495517,4933181,0453373,8058208,8059985,1408933,2065777,1109919,3845186,2351099,1031876,7270571,7270574,1864476,1066598,8104413,1137050","So-Min Jun,Ok-Dam Baek,Park Hae-mi,Byun Hee-Bong,Kim Hye-Eun,Lee Hyun-Kyung,Joo-yeon Jung,Yeon-joo Jung,Bo-yeon Kim,Jung-Do Kim,Se-min Kim,Yeong-ran Kim,Ah-Hyeon Lee,Hyeok Lim,Chang-Suk Oh,Dae-gyoo Oh,Yeong-gyu Park,Ha-Joon Seo,Woo Rim Seo,Joo-ah Shin,Chang-min Son,Won-Geun Song,Im Ye-jin",Drama,7.7,2013.0,tv series
Princess Hours,2006,843195,Princess Hours,kr,"1587783,2352559,1391738,1095815,0793536,1136670,1067547,1012117,1614876,1066227,1137050,1066913,1758020,2355412,3674078","Yun Eun-hye,Ju Ji-Hoon,Song Ji-Hyo,Bool-am Choi,Shim Hye-jin,Nam-kil Kang,Hye-ja Kim,Sang-Jung Kim,Yun-ji Lee,Chan-hwan Park,Im Ye-jin,Yu-seon Yun,Jeong-hoon Kim,Yeon-woo Kwon,Yeon-du Lee","Comedy,Romance",7.6,2006.0,tv series
Princess Lulu,2005,813742,Princess Lulu,kr,"1155573,0432550,2292508,2293678,1058814,1109255,1042002,2292029,2288497,1777261,0497362,1059148,2291768","Jeong-eun Kim,Jun-ho Jeong,Heung-soo Kim,Seung-woo Lee,Soon-jae Lee,Bo-ra Geum,So-jeong Yun,Eui-Jeong Lee,Jeong-min Heo,So-yeong Jeong,Han-wi Lee,Cheol-min Park,Ha Seok-jin","Comedy,Drama,Romance",5.9,2005.0,tv mini series
Prison Playbook,2017–18,7622902,Prison Playbook,kr,"7676537,1973031,3472327,6914446,1081518,4298865,5292635,9767635,6857187,1041146,6495448,8022922,9411915,6677648,7901826,6044719,10096861,1884875,9241185,3754545,6811861,8097804,7691811,9470536,8116316,7561176,5901828,7713754,8458517,9649863,1753862,9106793,12141798,10171059,11752931,11240552,11750450","Park Hae-soo,Jung Kyung-ho,Krystal Jung,Kyoo-hyung Lee,Jeong Woong-in,Moo-Seong Choi,Kang Ki-Doong,Kim Kyung-Nam,Jung Hae-In,Park Ho-San,Hwa-Young Im,Ahn Sang-Woo,Kim Sung-cheol,Park Hyoung-soo,Moon-Sung Jung,Min-sung Jung,Ahn Chang-hwan,Soo-jung Ye,Jun-han Kim,Joo Suk-Tae,Sin Jae-ha,Won-Ho Shin,Yoo Jae-myung,Yeom Hye-ran,Kyu-Sung Lee,Seung-Yoon Kang,Jang Hyuk-jin,Sung-won Choi,Seo Ji-Hoon,Jae-Sung Jung,Dong-il Sung,Kim Han-Jong,Kong Sang-Ah,Kim Ki Nam,Lee Chae Yun,Sin Dong-ryeok,Jang Hae-Song","Comedy,Drama",8.4,2017.0,tv series
Private Lives,2020,12560270,Private Lives,kr,"4227051,1043651,10081015,5963347,1018275,7009684,1022228,6940207,11989072,11778199,10340153,10791718,11989073,3675818,3005911,7996229,11348770,9468150,12056059,3964492,5286088,11989089,12056334,12084646,4857103,11240552,12056060,4704907,12474767,5526309,12084780,11805773,1045934,4262762,5526172,7683895,12055931,12084858","Seohyun,Hyo-jin Kim,Tae Won-suk,Go Kyung-Pyo,Kim Young-min,Min-Sang Kim,Song Seon-mi,Hak-joo Lee,Kim Ba-Da,Lee Ju-Yeon,Song Sang-Eun,Jin-Hee Jang,Jang Won-Hyuk,Yoo-seok Kong,Su-yeon Cha,Park Sung-Geun,Hee-Je Yoo,Sa-Bong Yoon,Park Sung-Hoon,Seo Won Kim,Min-ho Kwak,Yoon Jung-Hoon,Jang Eui-Don,Min Ji-Oh,Seo Yeong,Sin Dong-ryeok,Shin Ha-Young,Nam Da-reum,Lee Jae-Eun,Yoo Yeong-bok,Suk Yoon-Ho,Joo Ah Kim,Beom-su Lee,Anastasia Kim,Kang-il Kim,Park Yong,Kim Jin-Goo,Lee Ye-Ryang","Crime,Drama,Romance",6.6,2020.0,tv series
Prosecutor Princess,2010,1819921,Prosecutor Princess,kr,"3852138,1048201,4062328,1670117","Shi-hoo Park,Kim So-yeon,Lee Jong-Suk,Jeong-su Han",Romance,7.1,2010.0,tv series
Protect the Boss,2011,2953920,Protect the Boss,kr,"1087637,1292880,0014215,0158763,3756266,1031876,1158620,1045682,5204923,3411221,3759049,3663953,3079773,1615589,1251951,1065498,2579464,5710046,5711153,1696232,4703411,5711224","Kim Young-ok,Seong Ji,Ahn Nae-sang,Kang-hee Choi,Ji-hye Wang,Yeong-gyu Park,Hwa-yeon Cha,Jeong Gyu-Su,Hyun-Kyung Oh,Jae-Joong Kim,Jae-suk Ha,Ha-Kyun Kim,Ki-won Yoon,Seung-wook Kim,Cheong Kim,Seok-yeon Hong,Hyeong-beom Kim,Super Kid,Hee-won Lee,Hee-jin Lee,Kim Kyu-Jin,Gi-soo Byeon","Comedy,Drama,Romance",7.1,2011.0,tv series
Psychopath Diary,2019–20,11133466,Psychopath Diary,kr,"4276694,1696090,8685855,6772557,3769453,6757627,5866935,7713754,9420714,2493384,4533724,2141412,0497362,4220584,8027008,1030525,1563589,1041145,11661900,11612090,7890339,6034294,11733334,4928488,11733504,1092665,10258470,8446544,9091531,7184633,11572716","Yoon Shi-Yoon,In-sun Jung,Sung-Hoon Park,Tae-Hwan Choi,Gi-du Kim,Heo Sung-tae,Dae-chul Choi,Sung-won Choi,Lee Hae-Young,Hyo-eun Hwang,Sun-Hee Hwang,Si-nae Jo,Han-wi Lee,Min-ji Lee,Hee-Jung So,Kim Myeong Su,Lee Kan-Hee,Jeong-hak Park,Han Soo Hyun,Lim Il-Gyu,Hae-Kyun Jung,Kyul Kim,Jung Su-Bin,Yoon Ye-hee,Bee Yu,Hye-na Kim,Ji-On Yoon,Han Ji-Eun,Yoon-Ho Jo,Yura,Lee Ho-jung","Comedy,Crime,Mystery",7.8,2019.0,tv series
Punch,2014–15,4329922,Punch,kr,"0453640,2098258,0128345,1981533,1486994,5702375,0497362,1617772,1759395,3067749,0814289,0158860,11949626","Rae-won Kim,Kim Ah-jung,Jae-Hyun Cho,Seo Ji-hye,Hyun-Sung Jang,Ji-young Kim,Han-wi Lee,Young-eun Lee,Joo-Wan On,Hyuk-kwon Park,Song Wok-suk,Myeong-Gil Choi,Ariana Nabaey","Drama,Romance,Thriller",7.8,2014.0,tv series
Pure Love,2013,5876458,Pure Love,,"2574038,3453370,4586425,5032683,6092929","Satomi Akesaka,Asuka Nishi,Karin Ogino,Ayaka Ohashi,Reina Ueda","Animation,Comedy",6.8,2013.0,episode
Pure Pumpkin Flower,2010–11,11525782,Pure Pumpkin Flower,kr,"1632701,0046276,1530178,1419430,1486994","Chung-Ah Lee,Chong-ok Bae,Tae-Hyun Jin,Hyo-jeong Ban,Hyun-Sung Jang",Family,,2010.0,tv mini series
Que Sera Sera,2007,3547168,"Que Sera, Sera",kr,"1869756,0600604,2164860,0950912,2498928,1138201,3753866,2583563,1109255,3692348,0661888,4258553,3113075","Yu-mi Jung,Eric Moon,Kyu-han Lee,Ji-hye Yun,Eun-seong Lee,Jae-ho Song,Tae-seong Jang,Mi-ra Yun,Bo-ra Geum,Jeong-hwa Kang,Kwang-jung Park,Kim So-Hyun,Lee Hee-joon","Drama,Romance",7.3,2007.0,tv series
Queen and I,2012,2196272,H.M. The Queen and I,,5138187,Brian J. Bicknell,News,,2012.0,episode
Queen for Seven Days,2017,6788748,Seven Day Queen,kr,"1486994,1452588,1233195,3730330,2241337,5110174,4855119,2894697,9108576,1233008,8471389,7412707,7950804,1640274,1120328,8674673,6008761","Hyun-Sung Jang,Do Ji-Won,Dong-geon Lee,Eun-seo Son,Park Min-Young,Woo-jin Yeon,Hwang Chan-sung,Seung-hwan Baek,Si-Eun Park,Kim Jeong-yeong,Yoo-An Jung,Kang Ki-Young,Kim Min-Ho,Park Sang-won,Kang Shin-il,Ko Bo-Gyeol,Yoo Min-Kyu","Drama,Romance",7.7,2017.0,tv series
Queen of Housewives,2009,1580534,My Wife Is a Superwoman,kr,"3771463,3876737,3833856,3841133,0453385,1058088,2577838,3843885,1045791,3763569,3030759,1086180,0644885,2341244,3005270","Min-jwa Kim,Hong-cheol No,Jae-seok Yu,Eun-jung Ahn,Kim Chang-wan,Cheol-ho Choi,Su-young Jung,Ik Kim,Nam-ju Kim,Sung-gyum Kim,Hye-young Lee,Yeong-hie Na,Ji-Ho Oh,Yoon Sang-Hyun,Woo-seon Seon",Comedy,7.4,2009.0,tv series
Queen of Mystery,2017,6530396,Mystery Queen,kr,"2613190,0158763,1085861,3649689,3751716,3665593,3787759,0453705,2518549,1045777,6003244,3514551,5900682,5357038,6407698,8835214,1883347,4313142,0497527","Hyun-sook Kim,Kang-hee Choi,Sang-Woo Kwon,Byeong-eun Park,Lee Da-hee,Min-Seok Oh,Kim Won-Hae,Kim Tae-Woo,Hee-seok Yun,Kil-kang Ahn,Jun Soo Jin,Park Joon-geum,Won-geun Lee,Jang Gwang,Mina Kwon,DinDin,Min-Jae Kim,Shin Hyon Bin,Ji-hyeon Lee","Comedy,Mystery",7.5,2017.0,tv series
Queen of Mystery 2,2018,8856464,"The beauty, Woven of mysteries",ir,,,"Documentary,Short",,2018.0,movie
Queen of Reversals,2010–11,5145452,Queen of Reversals,kr,"1045791,2075848,1333445,0453385,3853513,4274963,0351723,4655666,2954105,0432550,1585632,1120337,3768118,5708841,1953779,11238944,3852138","Nam-ju Kim,Sang-tae Ahn,Jeong-an Chae,Kim Chang-wan,Jung-woo Choi,Yoon-young Choi,You-Mi Ha,Kim Hye-jung,Ji Kyu Im,Jun-ho Jeong,Rae-yeon Kang,Yong-geon Kim,Yong-hee Kim,Na-ra Oh,Su-min Oh,Jeong-Sook Park,Shi-hoo Park","Comedy,Romance",7.6,2010.0,tv series
Queen Seondeok,2009,1547606,The Great Queen Seondeok,kr,"1081518,0453515,3773592,1030827,3780555,1203299,3208555,1593423,1058613,3781916,2499089,2339907,0230714,8022819,8022820,1045695,1137050,5768574,3675452,1508309,6160426,1066913,2339825,3773570,0393239,1045777,3781277,1320089,3212895,1058609,1235558,3049976,8018142,0793782,3771959,3751624,3781692,0661975,0814289,2040088,1230598,4292775,2305471,1651494,3754140,4938960,1594540,8042975,3738785,3781381","Jeong Woong-in,Jeong-hyeon Kim,Dam Ryu,Yo-won Lee,No-min Jeon,Mun-shik Lee,Gyo-jin In,Tae-woong Eom,Seong-mo Jeong,Seung-hyo Lee,Do-bin Baek,Hyun-Jung Go,Young Jae Dok-Go,Young-Bin Jeon,Young-Seo Park,Min-Ki Jo,Im Ye-jin,Ji Hoo Kang,Seong-pil Kang,Dong-won Seo,Hee-woong Jang,Yu-seon Yun,Nam-gil Kim,Kang Seo,Kyoung-In Hong,Kil-kang Ahn,Yun-hu Ko,Yeong-hie Seo,Sang-uk Joo,Ho-geun Jeong,Yoo Seung-ho,Eom Hyo-Seob,Yi-Do Jung,Goo Shin,Sang-wuk Ryu,Dong-hee Kim,Seong-jo Choi,Park Yejin,Song Wok-suk,Jeong Ho-bin,Oh Yeong-su,Dong-soo Kim,Nam Ji-Hyun,Shin Se-Kyung,Choi Wonyoung,Kwak Jung-Wook,Park Ji-bin,Mametkulovs Mansur,Eun-bin Park,Qri","Biography,Drama,History,Romance",8.8,2009.0,tv series
